Location,Indicator,Sector,Units,Scale,Measurement,2024,Source,Seasonally adjusted,Base year price,Base year index,Historical end,Date of last update,Source details,Additional source details,Contact email,Location code,Indicator code
Aggregate - United Kingdom,Employment - jobs based,Other personal service activities,Jobs,thousands,Level values,608.01,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET96
Aggregate - United Kingdom,Employment - jobs based,"Other professional, scientific & technical",Jobs,thousands,Level values,351.29,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET74
Aggregate - United Kingdom,Employment - jobs based,Other service activities,Jobs,thousands,Level values,1012.09,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETSS
Aggregate - United Kingdom,Employment - jobs based,Postal & courier activities,Jobs,thousands,Level values,318.9,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET53
Aggregate - United Kingdom,Employment - jobs based,Printing & reproduction of recorded media,Jobs,thousands,Level values,87.67,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET18
Aggregate - United Kingdom,Employment - jobs based,Education,Jobs,thousands,Level values,3068.39,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETPP
Aggregate - United Kingdom,Employment - jobs based,"Professional, scientific and tech",Jobs,thousands,Level values,3483.63,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETMM
Aggregate - United Kingdom,Employment - jobs based,Programming & broadcasting activities,Jobs,thousands,Level values,51.35,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET60
Aggregate - United Kingdom,Employment - jobs based,Public administration and defence,Jobs,thousands,Level values,1713.88,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET84
Aggregate - United Kingdom,Employment - jobs based,Public administration and defence,Jobs,thousands,Level values,1713.88,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETOO
Aggregate - United Kingdom,Employment - jobs based,Publishing activities,Jobs,thousands,Level values,156.37,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET58
Aggregate - United Kingdom,Employment - jobs based,Real estate,Jobs,thousands,Level values,704.04,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET68
Aggregate - United Kingdom,Employment - jobs based,Real estate activities,Jobs,thousands,Level values,704.04,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETLL
Aggregate - United Kingdom,Employment - jobs based,Remediation & other waste management ,Jobs,thousands,Level values,8.39,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET39
Aggregate - United Kingdom,Employment - jobs based,Rental & leasing activities,Jobs,thousands,Level values,171.57,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET77
Aggregate - United Kingdom,Employment - jobs based,Repair & installation of machinery,Jobs,thousands,Level values,139.62,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET33
Aggregate - United Kingdom,Employment - jobs based,Repair of computers & personal goods,Jobs,thousands,Level values,90.2,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET95
Aggregate - United Kingdom,Employment - jobs based,Residential care,Jobs,thousands,Level values,839.06,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET87
Aggregate - United Kingdom,Employment - jobs based,Retail trade,Jobs,thousands,Level values,2885.64,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET47
Aggregate - United Kingdom,Employment - jobs based,"Rubber, plastic and other non-metallic mineral products",Jobs,thousands,Level values,241.87,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETCCG
Aggregate - United Kingdom,Employment - jobs based,Scientific research & development,Jobs,thousands,Level values,181.92,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET72
Aggregate - United Kingdom,Employment - jobs based,Security & investigation,Jobs,thousands,Level values,237.13,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET80
Aggregate - United Kingdom,Employment - jobs based,Services to buildings & landscape,Jobs,thousands,Level values,1002.97,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET81
Aggregate - United Kingdom,Employment - jobs based,Sewerage,Jobs,thousands,Level values,21.29,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET37
Aggregate - United Kingdom,Employment - jobs based,Social work activities without accommodation,Jobs,thousands,Level values,1084.57,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET88
Aggregate - United Kingdom,Employment - jobs based,Specialised construction activities,Jobs,thousands,Level values,1233.5,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET43
Aggregate - United Kingdom,Employment - jobs based,Sports activities & amusement & recreation,Jobs,thousands,Level values,608.08,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET93
Aggregate - United Kingdom,Employment - jobs based,Telecommunications,Jobs,thousands,Level values,203.49,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET61
Aggregate - United Kingdom,Employment - jobs based,"Textiles, wearing apparel and leather products",Jobs,thousands,Level values,101.23,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETCCB
Aggregate - United Kingdom,Employment - jobs based,Total,Jobs,thousands,Level values,36704.96,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETTT
Aggregate - United Kingdom,Employment - jobs based,Transport equipment,Jobs,thousands,Level values,283.11,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETCCL
Aggregate - United Kingdom,Employment - jobs based,Transportation and storage,Jobs,thousands,Level values,1904.74,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETHH
Aggregate - United Kingdom,Employment - jobs based,Travel agency & tour operators,Jobs,thousands,Level values,109.59,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET79
Aggregate - United Kingdom,Employment - jobs based,Veterinary activities,Jobs,thousands,Level values,106.5,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET75
Aggregate - United Kingdom,Employment - jobs based,Warehousing & support for transportation,Jobs,thousands,Level values,705.11,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET52
Aggregate - United Kingdom,Employment - jobs based,"Waste collection, treatment & disposal",Jobs,thousands,Level values,172.76,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET38
Aggregate - United Kingdom,Employment - jobs based,"Water collection, treatment & supply",Jobs,thousands,Level values,41.15,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET36
Aggregate - United Kingdom,Employment - jobs based,Water supply,Jobs,thousands,Level values,243.6,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETEE
Aggregate - United Kingdom,Employment - jobs based,Water transport,Jobs,thousands,Level values,16.46,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET50
Aggregate - United Kingdom,Employment - jobs based,"Wholesale & retail trade of motor vehicles, incl. repair",Jobs,thousands,Level values,624.42,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET45
Aggregate - United Kingdom,Employment - jobs based,Wholesale and retail trade,Jobs,thousands,Level values,4736.99,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETGG
Aggregate - United Kingdom,Employment - jobs based,Wholesale trade,Jobs,thousands,Level values,1226.93,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ET46
Aggregate - United Kingdom,Employment - jobs based,"Wood, paper products and printing",Jobs,thousands,Level values,229.07,BRES/Workforce jobs,FALSE,,,2024,24-Feb-26,"BRES, Workforce jobs, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,ETCCC
Aggregate - United Kingdom,GVA by Sector,Accommodation,GBP,millions 2023 prices,Level values,21613.29,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ55
Aggregate - United Kingdom,GVA by Sector,Accommodation and food service,GBP,millions 2023 prices,Level values,70092.04,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQII
Aggregate - United Kingdom,GVA by Sector,Activities auxiliary to finance & insurance,GBP,millions 2023 prices,Level values,59524.64,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ66
Aggregate - United Kingdom,GVA by Sector,Activities of head offices,GBP,millions 2023 prices,Level values,39200.49,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ70
Aggregate - United Kingdom,GVA by Sector,Activities of membership organisations,GBP,millions 2023 prices,Level values,8209.77,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ94
Aggregate - United Kingdom,GVA by Sector,Administrative and support ,GBP,millions 2023 prices,Level values,128506,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQNN
Aggregate - United Kingdom,GVA by Sector,Advertising & market research,GBP,millions 2023 prices,Level values,25718.47,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ73
Aggregate - United Kingdom,GVA by Sector,"Agriculture, forestry and fishing",GBP,millions 2023 prices,Level values,17782.67,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQAA
Aggregate - United Kingdom,GVA by Sector,Air transport,GBP,millions 2023 prices,Level values,4712.12,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ51
Aggregate - United Kingdom,GVA by Sector,Architectural & engineering activities,GBP,millions 2023 prices,Level values,33603.05,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ71
Aggregate - United Kingdom,GVA by Sector,"Arts, entertainment and rec.",GBP,millions 2023 prices,Level values,34193.31,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQRR
Aggregate - United Kingdom,GVA by Sector,Civil engineering,GBP,millions 2023 prices,Level values,28092.04,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ42
Aggregate - United Kingdom,GVA by Sector,Computer programming & consultancy,GBP,millions 2023 prices,Level values,72536.18,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ62
Aggregate - United Kingdom,GVA by Sector,Construction,GBP,millions 2023 prices,Level values,148573.6,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQFF
Aggregate - United Kingdom,GVA by Sector,Construction of buildings,GBP,millions 2023 prices,Level values,48006.94,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ41
Aggregate - United Kingdom,GVA by Sector,"Creative, arts & entertainment",GBP,millions 2023 prices,Level values,11679.4,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ90
Aggregate - United Kingdom,GVA by Sector,Crop & animal production,GBP,millions 2023 prices,Level values,15867.85,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ01
Aggregate - United Kingdom,GVA by Sector,Education,GBP,millions 2023 prices,Level values,146173.2,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ85
Aggregate - United Kingdom,GVA by Sector,"Electricity, gas, steam & air conditioning",GBP,millions 2023 prices,Level values,47522.53,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ35
Aggregate - United Kingdom,GVA by Sector,"Electricity, gas, steam and air ",GBP,millions 2023 prices,Level values,47522.52,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQDD
Aggregate - United Kingdom,GVA by Sector,Employment activities,GBP,millions 2023 prices,Level values,32631.98,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ78
Aggregate - United Kingdom,GVA by Sector,Extraction of crude petroleum & natural gas,GBP,millions 2023 prices,Level values,38.89,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ06
Aggregate - United Kingdom,GVA by Sector,Financial and insurance ,GBP,millions 2023 prices,Level values,200461.2,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQKK
Aggregate - United Kingdom,GVA by Sector,Financial service activities,GBP,millions 2023 prices,Level values,97720.95,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ64
Aggregate - United Kingdom,GVA by Sector,Fishing & aquaculture,GBP,millions 2023 prices,Level values,1066.58,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ03
Aggregate - United Kingdom,GVA by Sector,Food & beverage service activities,GBP,millions 2023 prices,Level values,48478.74,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ56
Aggregate - United Kingdom,GVA by Sector,Forestry & logging,GBP,millions 2023 prices,Level values,848.23,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ02
Aggregate - United Kingdom,GVA by Sector,Gambling & betting,GBP,millions 2023 prices,Level values,4687.67,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ92
Aggregate - United Kingdom,GVA by Sector,Human health,GBP,millions 2023 prices,Level values,147543.4,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ86
Aggregate - United Kingdom,GVA by Sector,Human health and social work ,GBP,millions 2023 prices,Level values,212684.4,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQQQ
Aggregate - United Kingdom,GVA by Sector,Information and communication,GBP,millions 2023 prices,Level values,159198.7,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQJJ
Aggregate - United Kingdom,GVA by Sector,Information service activities,GBP,millions 2023 prices,Level values,14771.41,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ63
Aggregate - United Kingdom,GVA by Sector,"Insurance, reinsurance & pension funding",GBP,millions 2023 prices,Level values,43215.62,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ65
Aggregate - United Kingdom,GVA by Sector,Land transport & transport via pipelines,GBP,millions 2023 prices,Level values,32642.94,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ49
Aggregate - United Kingdom,GVA by Sector,Legal & accounting,GBP,millions 2023 prices,Level values,74112.8,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ69
Aggregate - United Kingdom,GVA by Sector,"Libraries, archives, museums & other cultural",GBP,millions 2023 prices,Level values,2759.72,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ91
Aggregate - United Kingdom,GVA by Sector,Manufacture of basic metals,GBP,millions 2023 prices,Level values,5605.04,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ24
Aggregate - United Kingdom,GVA by Sector,Manufacture of basic pharmaceuticals,GBP,millions 2023 prices,Level values,25033.85,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ21
Aggregate - United Kingdom,GVA by Sector,Manufacture of beverages,GBP,millions 2023 prices,Level values,8417.52,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ11
Aggregate - United Kingdom,GVA by Sector,Manufacture of chemicals,GBP,millions 2023 prices,Level values,11622.04,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ20
Aggregate - United Kingdom,GVA by Sector,Manufacture of coke & refined petroleum,GBP,millions 2023 prices,Level values,2989.86,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ19
Aggregate - United Kingdom,GVA by Sector,"Manufacture of computer, electronic & optical ",GBP,millions 2023 prices,Level values,16163.94,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ26
Aggregate - United Kingdom,GVA by Sector,Manufacture of electrical equipment,GBP,millions 2023 prices,Level values,5905.97,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ27
Aggregate - United Kingdom,GVA by Sector,Manufacture of fabricated metal products,GBP,millions 2023 prices,Level values,19985.62,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ25
Aggregate - United Kingdom,GVA by Sector,Manufacture of food products,GBP,millions 2023 prices,Level values,30064.63,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ10
Aggregate - United Kingdom,GVA by Sector,Manufacture of furniture,GBP,millions 2023 prices,Level values,4342.68,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ31
Aggregate - United Kingdom,GVA by Sector,Manufacture of leather & related products,GBP,millions 2023 prices,Level values,512.84,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ15
Aggregate - United Kingdom,GVA by Sector,Manufacture of machinery & equipment n.e.c.,GBP,millions 2023 prices,Level values,14491.88,"National Statistics, Regional Accounts",FALSE,2023,,2023,24-Feb-26,"National Statistics Regional Accounts, Oxford Economics",These forecasts are consistent with the national outlook published on 19th February,khouston@oxfordeconomics.com,GBR,QQ28
